,tweets
381,"RT @RaheeqAbbasi: عمران خان نے نہیں ۔۔ اسٹیبلشمنٹ نے عمران خان کا نمبر بلاک کر دیا ہے۔ مریم نواز ۔
محترمہ!  آپ کو یہ خبر  کیسے ملی ۔۔۔ کسی…"
382,"RT @SHABAZGIL: آن کل ٹیکنوکریٹک سیٹ اپ کی بات ہو رہی ہے۔

ہم نے یہ لوٹا کریٹک سسٹم نہیں مانا تو آپکو کیسے لگتا ہے ٹیکنو والا سودا بک سکے گا…"
383,RT @waqas_amjaad: وزیرخزانہ مفتاح اسماعیل کے خلاف ن لیگ کے اندر سے ہی کافی آوازیں اب بلند ہونا شروع ہو چکی ہیں۔۔
384,"کوئی رہنمائی فرمائے گا کس کا شکریہ ادا کرنا ھے ؟
نیوٹرل ہور کرو تجربے۔یہ ملک ھے کوئی مزائل نہیں 
ہر تین سال بعد ملک سے نیا تجربہ کیا جاتا ھے
@OfficialDGISPR"
385,"RT @AnwarLodhi: عمران خان کی گیم ہمیشہ کے لیے ختم ہو گئی ہے
(مریم نواز)

اگر گیم ختم ہے تو پھر آپکی جماعت الیکشن سے کیوں بھاگ رہی ہے؟
کیوں…"
386,"RT @SaadSaeed2: دراصل یہ بحران اب ""اعتماد کا بحران"" ہے۔ موجودہ حکومت کو خوف لاحق ہے کہ جیسے عمران خان سے سخت ترین معاشی فیصلے کروانے کے بعد…"
387,"RT @RaheeqAbbasi: عمران خان نے نہیں ۔۔ اسٹیبلشمنٹ نے عمران خان کا نمبر بلاک کر دیا ہے۔ مریم نواز ۔
محترمہ!  آپ کو یہ خبر  کیسے ملی ۔۔۔ کسی…"
388,RT @AnsarAAbbasi: اب یہ بات مت کریں عمران خان نے کیا ٹھیک کیا یا غلط۔ حکومت لی ہے تو فیصلہ کریں۔ اگر پاکستان ڈیفالٹ کرتا ہے تواس سے اتحادی…
389,"RT @R__jpoot: بریکنگ نیوز؛ 

فیصل آباد میں عمران خان کو تھپڑ پڑ گئے 
مرزا رمضان نامی شخص نے عمران خان کو جوتا مارا اور ساتھ ہی 2 تھپڑ بھی ج…"
390,"RT @raoo512: کل احسن اقبال نے شہزاد اقبال کے انٹرویو میں کہا ہے کہ 

ہمیں احساس ہے کہ پٹرول کی قیمت بڑھانا ہی ملک کے لیے درست فیصلہ ہے مگر…"
391,"RT @raoo512: کل احسن اقبال نے شہزاد اقبال کے انٹرویو میں کہا ہے کہ 

ہمیں احساس ہے کہ پٹرول کی قیمت بڑھانا ہی ملک کے لیے درست فیصلہ ہے مگر…"
392,"RT @NoreenJi2: یہ ہے ہماری فوج
پاک فوج ہمارا فخر مان اعتماد شان غرور عشق ہے
پاکستان فوج زندہ باد
#NationStandWithPakArmy 
https://t.co/sa3a…"
393,RT @ImranRiazFan: فیصل آباد وہ شہر ہے جو کبھی ن لیگ کا گڑھ سمجھا جاتا تھا۔۔ آج وہاں پر بھی عوام نے پہنچ کر بتا دیا کہ وہ اب خان صاحب کے سات…
394,"RT @haroon_natamam: روز کہتے ہو کہ تیل کی  قیمت بڑھانے کے سوا کوئی چارہ نہیں ۔ تو بڑھاتے کیوں نہیں۔ 
 کسی نے کہا تھا :   بزدل کا سفینہ کنار…"
395,RT @InsafPK: مریم نواز اپنے برینڈڈ جوڑے،شوز اور میک اپ سمیت VVIP پروٹوکول میں جلسے سے خطاب کے بجائے ڈھوک ہسو میں ان متوسط گھرانوں کی عورتوں…
396,@hinaparvezbutt Imported  کھوتی جھوٹی مکار کنیز شرم نام کی کوئی چیز نہیں ہے پاکستان کا خون چوسنے والے تم لوگ ہو ہو پچھلی کئی سے خون چوس رہے تھے لیکن اب تمہارا اور تمہارے آقاؤں کا وقت ختم
397,@hinaparvezbutt گدھی ہو تم لاکھ دی لہنت تیرے جمن تے
398,"RT @Time_pas1: نیشنل سکیورٹی کونسل کا اجلاس ہو رہا ہے 
جہاں مجرم اور منصف،سازشی غدار اور محافظ ایک ساتھ بیٹھکر یہ فیصلہ کرینگے کہ 
ملک کو ک…"
399,RT @ImranRiazFan: فیصل آباد وہ شہر ہے جو کبھی ن لیگ کا گڑھ سمجھا جاتا تھا۔۔ آج وہاں پر بھی عوام نے پہنچ کر بتا دیا کہ وہ اب خان صاحب کے سات…
400,RT @jikhlaq52: فکری قلاش چاہتے ہیں جو اس صورتحال کا اصل ذمہ دار ہے اس کی بات ہی نہ کی جائے ؟ فیصلے بھی ہوں گے ،اپنی مرضی کے ہوں گے اور تم ج…
401,"RT @zarlish_592: بلاول کہتا ھے عمران خان نے کشمیر کا مقدمہ صحیح نہیں لڑا 

بلاول اگر ماں کا مقدمہ صحیح طریقہ سے لڑتا تو زرداری کو پھانسی ہو…"
402,سمجھ تو رہے ہو
403,RT @InsafPK: مریم نواز اپنے برینڈڈ جوڑے،شوز اور میک اپ سمیت VVIP پروٹوکول میں جلسے سے خطاب کے بجائے ڈھوک ہسو میں ان متوسط گھرانوں کی عورتوں…
404,"RT @AnwarLodhi: میرا بس چلے تو عمران خان کا نام کبھی اس زبان سے نہ لوں
(مریم نواز)

تو پھر کیوں نام لیتی ہیں؟
اگر عمران خان کا نام آپ کی تق…"
405,RT @MasoodAhmad59: میانوالی 90کلومیٹر پیدل سفر-200کلومیٹر جہلم پیدل-100کلو میٹر اٹک-ابھی میں 300 کلو میٹر صوابی جلسے کے لیے پیدل نکل چکا ہو…
406,"RT @iAnumSheikh: مریم نواز کے جلسے میں ہونے والی آتش بازی کے باعث ملحقہ کھیتوں میں میں آگ لگ گئی,کسانوں کی گندم کی تیار فصلیں جل کر خاکستر…"
407,"RT @Jugartist: زونگ سے تنگ آکے جاز چیک کیا
50 ایم بی ریوارڈ سے ملے، ٹویٹر یوٹیوب دیگر ویب سائٹس کی سپیڈ چیک کی، اچھا چل رہا تھا

جونہی پیکج…"
408,"RT @IG_Zahra: جن سے پٹرول کی قیمت پر فیصلہ نہیں ہو پا رہا 

وہ کہتے ہیں ہم نے ایٹمی دھماکوں کا فیصلہ خود کیا تھا 

#امپورٹڈ_حکومت_نامنظور"
409,"RT @Faisalafridikn: @OyeRaja @UmerElyas نیوٹرل کا پلان تو ہمیں عدم اعتماد کے ووٹنگ سے پہلے سمجھ آگیا تھا
انسان صرف پلان بناتا ہے نظام چلانے…"
410,"لشکر بھی تمہارا ہے سردار بھی تمہارا ہے
تم جھوٹ کو سچ لکھ دو اخبار بھی تمہارا ہے
خون مظلوم زیادہ نہیں بہنے والا
ظلم کا دور زیادہ نہیں رہنے والا
ان اندھیروں کا جگر چیر کے نور آۓ گا
تم ہو فرعون تو موسیٰ بھی ضرور آۓگا
آزادی کا نام #یٰسین_مَلک ہے انشاءاللہ ابھر کر سامنے آئےگا کشمیر https://t.co/XCnNqGg4e3"
411,"RT @raoo512: کل احسن اقبال نے شہزاد اقبال کے انٹرویو میں کہا ہے کہ 

ہمیں احساس ہے کہ پٹرول کی قیمت بڑھانا ہی ملک کے لیے درست فیصلہ ہے مگر…"
412,"RT @SHABAZGIL: آن کل ٹیکنوکریٹک سیٹ اپ کی بات ہو رہی ہے۔

ہم نے یہ لوٹا کریٹک سسٹم نہیں مانا تو آپکو کیسے لگتا ہے ٹیکنو والا سودا بک سکے گا…"
413,"RT @Arslan_PMLN: سرگودھا والوں تیار ہو جاؤ آرہی ہے آپکے پاس عظیم لیڈر کی عظیم بیٹی محترمہ مریم نواز شریف صاحبہ ♥️
19 مئی شام 6 بجے 
پیاری ل…"
414,RT @asmaschaudhry: جن ہینڈلرز نے عمران خان کو اقتدار سے نکلوایا وہ اب کوئی نیا فارمولا مارکیٹ میں لانا چاہتے ہیں۔خدارا قوم۔کے حال پر رحم کر…
415,RT @AishaMalikPTI: ہم تو ایٹمی طاقت ہیں اور قوم کا کھربوں کا ٹیکس لگاتے ہوئے ایٹمی طاقت بنے اور میزائلوں کے تجربات کی انتہا کردی اور پھر بھ…
416,RT @maamerkhalid: @HamidMirPAK میر صاحب آپ کی طبیعت آج بہت خراب لگ رہی ہے جس دن آپ بہتر ہو جائیں ہمیں بتائیے گا کہ نوازشریف نے تو آپ کے بقو…
417,@GFarooqi آپکے شہباز کو چڑھنے اترنے سے فرصت ہو تو وہ آپکی بات سنے بس اس کو ایسے ہی مصروف رکھو ۔
418,RT @GFarooqi: مریم نواز کا گجرات جلسہ - یقیناً بہت بڑے اور بھرپور جلسوں میں سے ایک۔ مناظر خود گواہ ہیں۔ مریم نواز اکیلی خاتون ہو کر عمران خ…
419,RT @shan_utmani: انجینئر محمد نبی صاحب سابقہ سینئر نائب صدر  پاکستان تحریک انصاف اپر دیر و سابق امیدوار برائے چیئرمین تحصیل براول کو  پی ٹی…
420,RT @ZahoorB12413380: جب تک بلوچستان میں پارلیمنٹ پرست منسٹروں کے خلاف اہم کاروائی نہیں ہو گئی ایسی حالت روزانہ ہوں گئے
421,RT @momentmemori: کیا یہ ضروری ہے کہ ڈراموں میں ہر پختون کردار کے پاس کلاشنکوف ہو، وہ ان پڑھ بھی ہو اور اسکی اردو بھی گلابی ہو ؟ https://t.…
422,پیٹرول پر سبسڈی برقرار رکھنے کے بعد پاکستان اسٹاک مارکیٹ میں شدید مندی، 100 انڈیکس ایک ہزار پوائنٹس گرگیا، ڈالر کی اونچی پرواز، ڈالر انٹربینک میں مزید 47 پیسے مہنگا ہو کر 193 روپے کا ہو گیا ہے https://t.co/tcGloLXeDH
423,"RT @shakilkhan121: @AltafHussain_90 آداب
بھاٸی
بقول روہیل اصغر شہباز گل
اوردیگر زعمأ پنجاب کے گالیاں پنجاب 
کا کلچر ہیں ممکن ہے کہ ان گالیو…"
424,RT @Justice_SCP: لانگ مارچ کو طاقت سے روکنے کے مشورے دینے  والے ذرا اس پہ غور کرلیں کہ اگر ریاستی جبر کیا گیا  اور عوام پھر بھی سڑکوں پر نک…
425,"RT @iam_Arshkhan786: طوبہ کو بھی شرم انی چاۓ تھی کہ اس نے اس کمینگی میں عامر لیاقت کا ساتھ دیا،
فر طوبہ کیساتھ کیا ہوا اور اسکے بعد آنے وال…"
426,"RT @Shehzadkhankk: لو جی دے دو انعام 
#امپورٹڈ_حکومت_نامنظور https://t.co/wiwJINIRmK"
427,@Asadchaudhryusa @RanaSanaullahPK @ImtiazAliRao اتنا ادب و احترام سے رانا صاحب لکھا ہے، گمان ہو رہا ہے کہ برصغیر میں سے معتبر سیاستدان ہیں ہی رانا ثنا اللہ۔ اتنی خؤش آمد کیسے کر لیتے ہو دوست
428,"RT @farrukhnadeemoo: کیا 19 کو چکوال جلسہ منسوخ ہو گیا ہے؟؟؟؟
پلیز کنفرم کریں
#امپورٹڈ_حکومت_نامنظور"
429,RT @BalochNadir5: تجربہ کار سرکار کا کارنامہ، ڈالر نے ڈبل سینچری مکمل کر لی۔ اوپن مارکیٹ میں 200 روپے کا ہو گیا۔ پوچھنا یہ تھا کہ اس پر پری…
430,RT @shahnazsk: ویسے خان صاحب کو یہ بھی پسند نہیں ہو گا کہ منافقت اور مکاری میں بھی کوئی ان سے بازی لے جائے۔ وہ ہر کام میں، ہر چیز میں سب سے…
431,"RT @Saif__says: اگر سخت فیصلے کروانے ہیں تو ہمیں الیکشن 2023تک گارنٹی دینی ہو گی۔ نواز شریف

یہ کس سے گارنٹی مانگی جا رہی ہے اور کون ہے جو…"
432,"RT @haroon_natamam: "" جو ملک کلمے پر بنا ہو کیا دنیا میں بھیک مانگ سکتا ہے"" علی محمد خاں
 جی ہاں مانگ سکتا ہے اور ہمیشہ مانگتا رہا۔ اس لیے…"
433,"تھارو درد پونے چار سال نظر نہیں آیا 
دودھ و شہد کی نہریں بہہ رہی تھی ۔

ابھی جو بھی ملبہ ہے آپکی پسندیدہ حکومت کا کیا دھرا ہے 

لیکن آپکا قصور نہیں آپ بھی ایک جنرل کی اولاد ہو درد سمجھا جاسکتا ہے
@ajmaljami"
434,"RT @Haqeeqat_TV: تب تک لانچ مارچ رہے گا جب تک الیکشن کی ڈیٹ نہیں اناؤنس ہو جاتی.

عمران خان نے ایک فون جوانکو کی گئی اور انہوں نے کال نہیں…"
435,RT @ImranRaizKhan: 72 گھنٹوں کی افواہیں چل رہی ہیں، لیکن پاکستانیوں الرٹ رہنا ایسا نا ہو کہ 72 گھنٹے کی ٹرک کی بتی کے پیچھے لگا کے ساری قوم…
436,"RT @iAnumSheikh: مریم نواز کے جلسے میں ہونے والی آتش بازی کے باعث ملحقہ کھیتوں میں میں آگ لگ گئی,کسانوں کی گندم کی تیار فصلیں جل کر خاکستر…"
437,RT @ArifRetd: جتنے بندے بلاول زرداری کے استقبال کے لیے آئے ہیں۔ اگر شاہراہ فیصل پر گاڑی خراب ہو جائے تو اس سے زیادہ بندے اکٹھے ہو جاتے ہیں۔
438,RT @Haqeeqat_TV: امریکہ کو عادت ہے اسکی باتیں اور دھمکیوں کو کوئی عوام کے سامنے نا لائے وہ شدید نا خوش ہے اور ہر حربہ ناکام ہو چکا ہے کسی ط…
439,"RT @DM_771: 👑جن کو تھام رکھا ہو خدا نے 💯💖
      ❤وہ لوگوں کے گرانے سے گرا نہیں کرتے 💯🔥
@MaryamNSharif https://t.co/sKNgGHL0Qr"
440,RT @Miss3zero1: پیٹرول پر سبسڈی ختم ہونی چائیے مگر ساتھ ہی مگر سرکاری کوٹے پر وزراء مشیر افسر بیوروکریٹ جج صاحبان پارلیمنٹیرین  جس کو بھی پ…
441,"RT @SHABAZGIL: آن کل ٹیکنوکریٹک سیٹ اپ کی بات ہو رہی ہے۔

ہم نے یہ لوٹا کریٹک سسٹم نہیں مانا تو آپکو کیسے لگتا ہے ٹیکنو والا سودا بک سکے گا…"
442,"RT @SHABAZGIL: آن کل ٹیکنوکریٹک سیٹ اپ کی بات ہو رہی ہے۔

ہم نے یہ لوٹا کریٹک سسٹم نہیں مانا تو آپکو کیسے لگتا ہے ٹیکنو والا سودا بک سکے گا…"
443,RT @hinaparvezbutt: ساڑھے تین سال میں مہنگائی کے بم گرانے والا نیازی آج سارا ملبہ ایک مہینے کی حکومت پر گرا رہا ہے۔۔۔جاہل پی ٹی آئی ہو سکتی…
444,"RT @ImranRiazFan_: اگر آج ARY والوں کو خراج تحسین نہ پیش کیا گیا  تو یہ بہت زیادتی ہو گی

 شاباش اے آر وائی

 #امپورٹڈ__حکومت__نامنظور"
445,"RT @Arslan_PMLN: سرگودھا والوں تیار ہو جاؤ آرہی ہے آپکے پاس عظیم لیڈر کی عظیم بیٹی محترمہ مریم نواز شریف صاحبہ ♥️
19 مئی شام 6 بجے 
پیاری ل…"
